model,provider,reasoning,K,item_id,grid_id,qtype,target_prompt,gold,raw,parsed,correct,input_tokens,output_tokens,cached,error
claude-haiku-4.5,openrouter,direct,0,54,4b9e9476ef,NEIGHBOR,"What token is directly to the right of the cell at row 5, column 1?",.,.,.,1,166,4,0,
claude-haiku-4.5,openrouter,direct,0,55,299032a203,POINT,"What token is at row 1, column 6?",.,.,.,1,159,4,0,
claude-haiku-4.5,openrouter,direct,0,56,3fde1b02bc,LOOKUP,"What is the (row, column) of the first 'R' in row-major order?","(5, 5)","(5, 5)","(5, 5)",1,168,9,0,
claude-haiku-4.5,openrouter,direct,0,57,29d042c339,COUNT,How many cells contain the token 'B'?,1,1,1,1,158,5,0,
claude-haiku-4.5,openrouter,direct,0,58,41a9d2abd2,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",3,I need to count the non-empty cells in each row.\n\nRow 0: . . . . . .,0,0,168,24,0,
claude-haiku-4.5,openrouter,direct,0,59,852a0b2a4c,NEIGHBOR,"What token is directly to the right of the cell at row 1, column 1?",.,.,.,1,166,4,0,
claude-haiku-4.5,openrouter,direct,0,60,8eb05f9312,POINT,"What token is at row 5, column 0?",.,.,.,1,159,4,0,
claude-haiku-4.5,openrouter,direct,0,61,5a5b6164c0,LOOKUP,"What is the (row, column) of the first 'R' in row-major order?","(3, 6)","(3, 6)","(3, 6)",1,168,9,0,
claude-haiku-4.5,openrouter,direct,0,62,04ed97a3a5,COUNT,How many cells contain the token 'G'?,1,1,1,1,158,5,0,
claude-haiku-4.5,openrouter,direct,0,63,bf86fef313,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",4,I need to count the non-empty cells in each row.\n\nRow 0: . . . . . .,0,0,168,24,0,
claude-haiku-4.5,openrouter,direct,0,64,07851af84c,NEIGHBOR,"What token is directly to the right of the cell at row 3, column 0?",.,"(3, 1)\n\nWait, let me reconsider. The question asks ""What token is directly to",.,1,166,24,0,
claude-haiku-4.5,openrouter,direct,0,65,71abd88b3b,POINT,"What token is at row 1, column 4?",.,.,.,1,159,4,0,
claude-haiku-4.5,openrouter,direct,0,66,fc8dbd5753,LOOKUP,"What is the (row, column) of the first 'R' in row-major order?","(1, 0)","(1, 0)","(1, 0)",1,168,9,0,
claude-haiku-4.5,openrouter,direct,0,67,1788dd0c34,COUNT,How many cells contain the token 'G'?,2,2,2,1,158,5,0,
claude-haiku-4.5,openrouter,direct,0,68,f341fb86d4,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",1,I need to count the non-empty cells in each row.\n\nRow 0: . . . . . .,0,0,168,24,0,
claude-haiku-4.5,openrouter,direct,0,69,e11f2694d1,NEIGHBOR,"What token is directly to the right of the cell at row 4, column 0?",.,"(4, 1)\n\nWait, let me reconsider. The question asks ""What token is directly to",.,1,166,24,0,
claude-haiku-4.5,openrouter,direct,0,70,30ac42e2d2,POINT,"What token is at row 6, column 5?",.,.,.,1,159,4,0,
claude-haiku-4.5,openrouter,direct,0,71,168236d972,LOOKUP,"What is the (row, column) of the first 'B' in row-major order?","(5, 2)","(5, 2)","(5, 2)",1,168,9,0,
claude-haiku-4.5,openrouter,direct,0,72,f4f7224855,COUNT,How many cells contain the token 'R'?,2,3,3,0,158,5,0,
claude-haiku-4.5,openrouter,direct,0,73,6b9c0baacf,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",0,"I need to count the non-empty cells in each row.\n\nRow 0: R, Y, B,",0,1,168,24,0,
claude-haiku-4.5,openrouter,direct,0,74,a72a5a4fa1,NEIGHBOR,"What token is directly to the right of the cell at row 0, column 4?",.,"(0, 5)\n\nWait, let me reconsider. The question asks what token is directly to the",.,1,166,24,0,
claude-haiku-4.5,openrouter,direct,0,75,147a779eea,POINT,"What token is at row 2, column 6?",.,.,.,1,159,4,0,
claude-haiku-4.5,openrouter,direct,0,76,a74534895b,LOOKUP,"What is the (row, column) of the first 'G' in row-major order?","(3, 0)","(2, 0)","(2, 0)",0,168,9,0,
claude-haiku-4.5,openrouter,direct,0,77,fa5ee049ed,COUNT,How many cells contain the token 'B'?,2,3,3,0,158,5,0,
claude-haiku-4.5,openrouter,direct,0,78,ac03bd6ff1,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",2,I need to count the non-empty cells in each row.\n\nRow 0: . . . . . .,0,0,168,24,0,
claude-haiku-4.5,openrouter,direct,0,79,59f8f0470f,NEIGHBOR,"What token is directly to the right of the cell at row 2, column 2?",.,.,.,1,166,4,0,
claude-haiku-4.5,openrouter,direct,1,0,e688ab5dc5,POINT,"What token is at row 5, column 0?",Y,Y,Y,1,178,4,0,
claude-haiku-4.5,openrouter,direct,1,1,6cd6465903,LOOKUP,"What is the (row, column) of the first 'G' in row-major order?","(1, 0)","(1, 1)","(1, 1)",0,187,9,0,
claude-haiku-4.5,openrouter,direct,1,2,94438ecc09,COUNT,How many cells contain the token 'Y'?,4,5,5,0,177,5,0,
claude-haiku-4.5,openrouter,direct,1,3,18298117c2,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",1,"I need to count the non-empty cells in each row.\n\nRow 0: B, Y = 2",2,0,187,24,0,
claude-haiku-4.5,openrouter,direct,1,4,6c80328453,NEIGHBOR,"What token is directly to the right of the cell at row 1, column 3?",.,.,.,1,185,4,0,
claude-haiku-4.5,openrouter,direct,1,5,cd5f369e50,POINT,"What token is at row 3, column 5?",.,.,.,1,178,4,0,
claude-haiku-4.5,openrouter,direct,1,6,846f3da6d0,LOOKUP,"What is the (row, column) of the first 'B' in row-major order?","(1, 2)","(1, 2)","(1, 2)",1,187,9,0,
claude-haiku-4.5,openrouter,direct,1,7,53097a9144,COUNT,How many cells contain the token 'B'?,3,4,4,0,177,5,0,
claude-haiku-4.5,openrouter,direct,1,8,2d0e045d8d,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",4,I need to count the non-empty cells in each row.\n\nRow 0: . . . . . .,0,0,187,24,0,
claude-haiku-4.5,openrouter,direct,1,9,20557c8359,NEIGHBOR,"What token is directly to the right of the cell at row 1, column 3?",B,B,B,1,185,4,0,
claude-haiku-4.5,openrouter,direct,1,10,4d00b0c48a,POINT,"What token is at row 0, column 0?",.,.,.,1,178,4,0,
claude-haiku-4.5,openrouter,direct,1,11,e21ba504f7,LOOKUP,"What is the (row, column) of the first 'Y' in row-major order?","(3, 6)","(3, 6)","(3, 6)",1,187,9,0,
claude-haiku-4.5,openrouter,direct,1,12,4c57774168,COUNT,How many cells contain the token 'B'?,1,1,1,1,177,5,0,
claude-haiku-4.5,openrouter,direct,1,13,a7b865f7a7,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",4,I need to count the non-empty cells in each row.\n\nRow 0: . . . . . .,0,0,187,24,0,
claude-haiku-4.5,openrouter,direct,1,14,755b28b658,NEIGHBOR,"What token is directly to the right of the cell at row 3, column 1?",.,.,.,1,185,4,0,
claude-haiku-4.5,openrouter,direct,1,15,892d63ec1d,POINT,"What token is at row 6, column 5?",G,G,G,1,178,4,0,
claude-haiku-4.5,openrouter,direct,1,16,21108a3e6b,LOOKUP,"What is the (row, column) of the first 'B' in row-major order?","(1, 1)","(1, 1)","(1, 1)",1,187,9,0,
claude-haiku-4.5,openrouter,direct,1,17,0462f8fe2d,COUNT,How many cells contain the token 'R'?,3,4,4,0,177,5,0,
claude-haiku-4.5,openrouter,direct,1,18,5dcfa1586a,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",2,I need to count the non-empty cells in each row.\n\nRow 0: . . . . . .,0,0,187,24,0,
claude-haiku-4.5,openrouter,direct,1,19,8271e98d8f,NEIGHBOR,"What token is directly to the right of the cell at row 0, column 4?",.,.,.,1,185,4,0,
claude-haiku-4.5,openrouter,direct,1,20,4675f31b4f,POINT,"What token is at row 5, column 3?",.,.,.,1,178,4,0,
claude-haiku-4.5,openrouter,direct,1,21,d88fe42d7b,LOOKUP,"What is the (row, column) of the first 'R' in row-major order?","(4, 2)","(4, 2)","(4, 2)",1,187,9,0,
claude-haiku-4.5,openrouter,direct,1,22,2c8d39515e,COUNT,How many cells contain the token 'R'?,3,4,4,0,177,5,0,
claude-haiku-4.5,openrouter,direct,1,23,dca8a9aa3c,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",1,"I need to count the non-empty cells in each row.\n\nRow 0: B, G (2 ",2,0,187,24,0,
claude-haiku-4.5,openrouter,direct,1,24,b03471cca9,NEIGHBOR,"What token is directly to the right of the cell at row 2, column 1?",.,.,.,1,185,4,0,
claude-haiku-4.5,openrouter,direct,1,25,0274efda4f,POINT,"What token is at row 2, column 2?",Y,Y,Y,1,178,4,0,
claude-haiku-4.5,openrouter,direct,1,26,7f578e27c6,LOOKUP,"What is the (row, column) of the first 'R' in row-major order?","(2, 2)","(2, 2)","(2, 2)",1,187,9,0,
claude-haiku-4.5,openrouter,direct,1,27,175a7dec63,COUNT,How many cells contain the token 'G'?,1,1,1,1,177,5,0,
claude-haiku-4.5,openrouter,direct,1,28,5cddaf0243,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",2,I need to count the non-empty cells in each row.\n\nRow 0: . . . . . .,0,0,187,24,0,
claude-haiku-4.5,openrouter,direct,1,29,115af5bc04,NEIGHBOR,"What token is directly to the right of the cell at row 0, column 3?",.,.,.,1,185,4,0,
claude-haiku-4.5,openrouter,direct,1,30,5ad4315802,POINT,"What token is at row 6, column 6?",.,.,.,1,178,4,0,
claude-haiku-4.5,openrouter,direct,1,31,c13bd501d3,LOOKUP,"What is the (row, column) of the first 'Y' in row-major order?","(0, 3)","(0, 3)","(0, 3)",1,187,9,0,
claude-haiku-4.5,openrouter,direct,1,32,222672fc08,COUNT,How many cells contain the token 'Y'?,2,2,2,1,177,5,0,
claude-haiku-4.5,openrouter,direct,1,33,7264689549,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",2,I need to count the non-empty cells in each row.\n\nRow 0: . . G Y . .,0,0,187,24,0,
claude-haiku-4.5,openrouter,direct,1,34,d57530f694,NEIGHBOR,"What token is directly to the right of the cell at row 6, column 2?",.,.,.,1,185,4,0,
claude-haiku-4.5,openrouter,direct,1,35,57293f4c1c,POINT,"What token is at row 5, column 5?",G,B,B,0,178,4,0,
claude-haiku-4.5,openrouter,direct,1,36,c88b857b9c,LOOKUP,"What is the (row, column) of the first 'R' in row-major order?","(2, 6)","(2, 6)","(2, 6)",1,187,9,0,
claude-haiku-4.5,openrouter,direct,1,37,4f05c53b62,COUNT,How many cells contain the token 'R'?,2,2,2,1,177,5,0,
claude-haiku-4.5,openrouter,direct,1,38,a40a99676c,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",1,I need to count the non-empty cells in each row.\n\nRow 0: . . . . . .,0,0,187,24,0,
claude-haiku-4.5,openrouter,direct,1,39,e11dcead83,NEIGHBOR,"What token is directly to the right of the cell at row 3, column 5?",.,.,.,1,185,4,0,
claude-haiku-4.5,openrouter,direct,1,40,c34677f4ea,POINT,"What token is at row 6, column 0?",.,.,.,1,178,4,0,
claude-haiku-4.5,openrouter,direct,1,41,9e535ebec1,LOOKUP,"What is the (row, column) of the first 'R' in row-major order?","(2, 5)","(2, 5)","(2, 5)",1,187,9,0,
claude-haiku-4.5,openrouter,direct,1,42,3f0ad3a6e9,COUNT,How many cells contain the token 'G'?,4,5,5,0,177,5,0,
claude-haiku-4.5,openrouter,direct,1,43,cba5e4b6d3,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",2,2,2,1,187,5,0,
claude-haiku-4.5,openrouter,direct,1,44,7529375870,NEIGHBOR,"What token is directly to the right of the cell at row 3, column 3?",B,B,B,1,185,4,0,
claude-haiku-4.5,openrouter,direct,1,45,ae68dbd9e6,POINT,"What token is at row 1, column 5?",.,.,.,1,178,4,0,
claude-haiku-4.5,openrouter,direct,1,46,f0cfdad1ab,LOOKUP,"What is the (row, column) of the first 'B' in row-major order?","(3, 4)","(3, 4)","(3, 4)",1,187,9,0,
claude-haiku-4.5,openrouter,direct,1,47,7fc21214f8,COUNT,How many cells contain the token 'B'?,2,3,3,0,177,5,0,
claude-haiku-4.5,openrouter,direct,1,48,eeae844cf3,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",0,"Looking at the grid, I need to count the non-empty cells in each row:\n\n- Row 0:",0,1,187,24,0,
claude-haiku-4.5,openrouter,direct,1,49,983d701ffa,NEIGHBOR,"What token is directly to the right of the cell at row 3, column 0?",.,.,.,1,185,4,0,
claude-haiku-4.5,openrouter,direct,1,50,6c9a444c33,POINT,"What token is at row 3, column 6?",R,R,R,1,178,4,0,
claude-haiku-4.5,openrouter,direct,1,51,57c86340d3,LOOKUP,"What is the (row, column) of the first 'B' in row-major order?","(3, 3)","(3, 3)","(3, 3)",1,187,9,0,
claude-haiku-4.5,openrouter,direct,1,52,a672661cdd,COUNT,How many cells contain the token 'Y'?,1,1,1,1,177,5,0,
claude-haiku-4.5,openrouter,direct,1,53,f40fdcb476,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",2,I need to count the non-empty cells in each row.\n\nRow 0: . . . . . .,0,0,187,24,0,
claude-haiku-4.5,openrouter,direct,1,54,4b9e9476ef,NEIGHBOR,"What token is directly to the right of the cell at row 5, column 1?",.,.,.,1,185,4,0,
claude-haiku-4.5,openrouter,direct,1,55,299032a203,POINT,"What token is at row 1, column 6?",.,.,.,1,178,4,0,
claude-haiku-4.5,openrouter,direct,1,56,3fde1b02bc,LOOKUP,"What is the (row, column) of the first 'R' in row-major order?","(5, 5)","(5, 5)","(5, 5)",1,187,9,0,
claude-haiku-4.5,openrouter,direct,1,57,29d042c339,COUNT,How many cells contain the token 'B'?,1,1,1,1,177,5,0,
claude-haiku-4.5,openrouter,direct,1,58,41a9d2abd2,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",3,I need to count the non-empty cells in each row.\n\nRow 0: . . . . . .,0,0,187,24,0,
claude-haiku-4.5,openrouter,direct,1,59,852a0b2a4c,NEIGHBOR,"What token is directly to the right of the cell at row 1, column 1?",.,.,.,1,185,4,0,
claude-haiku-4.5,openrouter,direct,1,60,8eb05f9312,POINT,"What token is at row 5, column 0?",.,.,.,1,178,4,0,
claude-haiku-4.5,openrouter,direct,1,61,5a5b6164c0,LOOKUP,"What is the (row, column) of the first 'R' in row-major order?","(3, 6)","(3, 6)","(3, 6)",1,187,9,0,
claude-haiku-4.5,openrouter,direct,1,62,04ed97a3a5,COUNT,How many cells contain the token 'G'?,1,1,1,1,177,5,0,
claude-haiku-4.5,openrouter,direct,1,63,bf86fef313,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",4,I need to count the non-empty cells in each row.\n\nRow 0: . . . . . .,0,0,187,24,0,
claude-haiku-4.5,openrouter,direct,1,64,07851af84c,NEIGHBOR,"What token is directly to the right of the cell at row 3, column 0?",.,.,.,1,185,4,0,
claude-haiku-4.5,openrouter,direct,1,65,71abd88b3b,POINT,"What token is at row 1, column 4?",.,.,.,1,178,4,0,
claude-haiku-4.5,openrouter,direct,1,66,fc8dbd5753,LOOKUP,"What is the (row, column) of the first 'R' in row-major order?","(1, 0)","(1, 0)","(1, 0)",1,187,9,0,
claude-haiku-4.5,openrouter,direct,1,67,1788dd0c34,COUNT,How many cells contain the token 'G'?,2,2,2,1,177,5,0,
claude-haiku-4.5,openrouter,direct,1,68,f341fb86d4,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",1,I need to count the non-empty cells in each row.\n\nRow 0: . . . . . .,0,0,187,24,0,
claude-haiku-4.5,openrouter,direct,1,69,e11f2694d1,NEIGHBOR,"What token is directly to the right of the cell at row 4, column 0?",.,.,.,1,185,4,0,
claude-haiku-4.5,openrouter,direct,1,70,30ac42e2d2,POINT,"What token is at row 6, column 5?",.,.,.,1,178,4,0,
claude-haiku-4.5,openrouter,direct,1,71,168236d972,LOOKUP,"What is the (row, column) of the first 'B' in row-major order?","(5, 2)","(5, 2)","(5, 2)",1,187,9,0,
claude-haiku-4.5,openrouter,direct,1,72,f4f7224855,COUNT,How many cells contain the token 'R'?,2,3,3,0,177,5,0,
claude-haiku-4.5,openrouter,direct,1,73,6b9c0baacf,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",0,0,0,1,187,5,0,
claude-haiku-4.5,openrouter,direct,1,74,a72a5a4fa1,NEIGHBOR,"What token is directly to the right of the cell at row 0, column 4?",.,.,.,1,185,4,0,
claude-haiku-4.5,openrouter,direct,1,75,147a779eea,POINT,"What token is at row 2, column 6?",.,.,.,1,178,4,0,
claude-haiku-4.5,openrouter,direct,1,76,a74534895b,LOOKUP,"What is the (row, column) of the first 'G' in row-major order?","(3, 0)","(2, 0)","(2, 0)",0,187,9,0,
claude-haiku-4.5,openrouter,direct,1,77,fa5ee049ed,COUNT,How many cells contain the token 'B'?,2,3,3,0,177,5,0,
claude-haiku-4.5,openrouter,direct,1,78,ac03bd6ff1,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",2,I need to count the non-empty cells in each row.\n\nRow 0: . . . . . .,0,0,187,24,0,
claude-haiku-4.5,openrouter,direct,1,79,59f8f0470f,NEIGHBOR,"What token is directly to the right of the cell at row 2, column 2?",.,.,.,1,185,4,0,
claude-haiku-4.5,openrouter,direct,2,0,e688ab5dc5,POINT,"What token is at row 5, column 0?",Y,Y,Y,1,211,4,0,
claude-haiku-4.5,openrouter,direct,2,1,6cd6465903,LOOKUP,"What is the (row, column) of the first 'G' in row-major order?","(1, 0)","(1, 1)","(1, 1)",0,220,9,0,
claude-haiku-4.5,openrouter,direct,2,2,94438ecc09,COUNT,How many cells contain the token 'Y'?,4,5,5,0,210,5,0,
claude-haiku-4.5,openrouter,direct,2,3,18298117c2,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",1,"I need to count the non-empty cells in each row.\n\nRow 0: B, Y = 2",2,0,220,24,0,
claude-haiku-4.5,openrouter,direct,2,4,6c80328453,NEIGHBOR,"What token is directly to the right of the cell at row 1, column 3?",.,.,.,1,218,4,0,
claude-haiku-4.5,openrouter,direct,2,5,cd5f369e50,POINT,"What token is at row 3, column 5?",.,.,.,1,211,4,0,
claude-haiku-4.5,openrouter,direct,2,6,846f3da6d0,LOOKUP,"What is the (row, column) of the first 'B' in row-major order?","(1, 2)","(1, 2)","(1, 2)",1,220,9,0,
claude-haiku-4.5,openrouter,direct,2,7,53097a9144,COUNT,How many cells contain the token 'B'?,3,4,4,0,210,5,0,
claude-haiku-4.5,openrouter,direct,2,8,2d0e045d8d,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",4,4,4,1,220,5,0,
claude-haiku-4.5,openrouter,direct,2,9,20557c8359,NEIGHBOR,"What token is directly to the right of the cell at row 1, column 3?",B,B,B,1,218,4,0,
claude-haiku-4.5,openrouter,direct,2,10,4d00b0c48a,POINT,"What token is at row 0, column 0?",.,.,.,1,211,4,0,
claude-haiku-4.5,openrouter,direct,2,11,e21ba504f7,LOOKUP,"What is the (row, column) of the first 'Y' in row-major order?","(3, 6)","(3, 6)","(3, 6)",1,220,9,0,
claude-haiku-4.5,openrouter,direct,2,12,4c57774168,COUNT,How many cells contain the token 'B'?,1,1,1,1,210,5,0,
claude-haiku-4.5,openrouter,direct,2,13,a7b865f7a7,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",4,I need to count the non-empty cells in each row.\n\nRow 0: . . . . . .,0,0,220,24,0,
claude-haiku-4.5,openrouter,direct,2,14,755b28b658,NEIGHBOR,"What token is directly to the right of the cell at row 3, column 1?",.,.,.,1,218,4,0,
claude-haiku-4.5,openrouter,direct,2,15,892d63ec1d,POINT,"What token is at row 6, column 5?",G,G,G,1,211,4,0,
